,Movie Title,Opening,Total Gross,% of Total,Theaters,Average per Theater,Date,Season Number,Release Year,Movie & Year,Season Name,budget,genres,id,imdb_id,original_language,original_title,popularity,production_companies,production_countries,release_date,revenue,runtime,title,vote_average,vote_count,Genre Ids,Genre Names,Company Ids,Company Names
688,Jack Reacher: Never Go Back,22872490.0,58697076.0,39%,3780.0,6050.0,2016-10-21,4.0,2016.0,Jack Reacher: Never Go Back (2016),Fall,60000000,"[{'id': 28, 'name': 'Action'}]",343611,tt3393786,en,Jack Reacher: Never Go Back,15.60562,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Shanghai Film Group', 'id': 3407}, {'name': 'TC Productions', 'id': 21777}, {'name': 'Skydance Media', 'id': 82819}, {'name': 'Huahua Media', 'id': 83645}]","[{'iso_3166_1': 'CN', 'name': 'China'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2016-10-19 00:00:00,162146076,118.0,Jack Reacher: Never Go Back,5.3,1843.0,28,Action,4,Paramount Pictures
689,The Princess Diaries,22862269.0,108248956.0,21.1%,2537.0,9011.0,2001-08-03,3.0,2001.0,The Princess Diaries (2001),Summer,37000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]",9880,tt0247638,en,The Princess Diaries,7.387171,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'BrownHouse Productions', 'id': 26423}, {'name': 'Bottom of the Ninth Productions', 'id': 65559}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-08-03 00:00:00,165335153,115.0,The Princess Diaries,6.5,1063.0,35,Comedy,2,Walt Disney Pictures
690,Mission to Mars,22855247.0,60883407.0,37.5%,3054.0,7483.0,2000-03-10,2.0,2000.0,Mission to Mars (2000),Spring,90000000,"[{'id': 878, 'name': 'Science Fiction'}]",2067,tt0183523,en,Mission to Mars,9.021107,"[{'name': 'Spyglass Entertainment', 'id': 158}, {'name': 'The Jacobson Company', 'id': 3638}, {'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'Red Horizon Productions', 'id': 22103}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2000-03-10 00:00:00,60874615,114.0,Mission to Mars,5.7,374.0,878,Science Fiction,158,Spyglass Entertainment
691,The Interpreter,22822455.0,72708161.0,31.4%,2758.0,8275.0,2005-04-22,2.0,2005.0,The Interpreter (2005),Spring,80000000,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",179,tt0373926,en,The Interpreter,12.047671,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'StudioCanal', 'id': 694}, {'name': 'Mirage Enterprises', 'id': 932}, {'name': 'Working Title Films', 'id': 10163}, {'name': 'Misher Films', 'id': 11581}, {'name': 'Motion Picture JOTA Produktions', 'id': 20194}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2005-04-08 00:00:00,162944923,128.0,The Interpreter,6.2,400.0,80,Crime,33,Universal Pictures
692,Jackass: The Movie,22763437.0,64255312.0,35.4%,2509.0,9072.0,2002-10-25,4.0,2002.0,Jackass: The Movie (2002),Fall,5000000,"[{'id': 99, 'name': 'Documentary'}, {'id': 35, 'name': 'Comedy'}]",9012,tt0322802,en,Jackass: The Movie,14.095586,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'MTV Films', 'id': 746}, {'name': 'Dickhouse Productions', 'id': 6328}, {'name': 'Lynch Siderow Productions', 'id': 90661}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2002-10-21 00:00:00,64282312,87.0,Jackass: The Movie,6.1,355.0,99,Documentary,4,Paramount Pictures
693,Man on Fire,22751490.0,77911774.0,29.2%,2980.0,7634.0,2004-04-21,2.0,2004.0,Man on Fire (2004),Spring,70000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",9509,tt0328107,en,Man on Fire,9.635691,"[{'name': 'Regency Enterprises', 'id': 508}, {'name': 'Fox 2000 Pictures', 'id': 711}, {'name': 'Epsilon Motion Pictures', 'id': 1171}, {'name': 'Scott Free Productions', 'id': 1645}, {'name': 'New Regency Pictures', 'id': 10104}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2004-04-23 00:00:00,130293714,146.0,Man on Fire,7.3,1583.0,28,Action,508,Regency Enterprises
694,Mulan,22745143.0,120620254.0,18.9%,2888.0,7875.0,1998-06-19,3.0,1998.0,Mulan (1998),Summer,90000000,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]",10674,tt0120762,en,Mulan,21.180857,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Walt Disney Feature Animation', 'id': 10217}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1998-06-18 00:00:00,304320254,88.0,Mulan,7.6,2089.0,16,Animation,2,Walt Disney Pictures
696,Insidious: Chapter 3,22692741.0,52218558.0,43.5%,3002.0,7559.0,2015-06-05,3.0,2015.0,Insidious: Chapter 3 (2015),Summer,10000000,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",280092,tt3195644,en,Insidious: Chapter 3,10.098792,"[{'name': 'Sony Pictures', 'id': 34}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2015-06-04 00:00:00,104303851,97.0,Insidious: Chapter 3,6.3,1005.0,18,Drama,34,Sony Pictures
697,Unstoppable,22688457.0,81562942.0,27.8%,3207.0,7074.0,2010-11-12,4.0,2010.0,Unstoppable (2010),Fall,100000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",44048,tt0477080,en,Unstoppable,12.697059,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Scott Free Productions', 'id': 1645}, {'name': 'Firm Films', 'id': 1838}, {'name': 'Prospect Park', 'id': 19776}, {'name': 'Millbrook Farm Productions', 'id': 19777}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-11-04 00:00:00,167805466,98.0,Unstoppable,6.3,1193.0,28,Action,306,Twentieth Century Fox Film Corporation
698,Funny People,22657780.0,51855045.0,43.7%,3007.0,7535.0,2009-07-31,3.0,2009.0,Funny People (2009),Summer,75000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",20829,tt1201167,en,Funny People,9.900376,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Universal Pictures', 'id': 33}, {'name': 'Happy Madison Productions', 'id': 2608}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Apatow Productions', 'id': 10105}, {'name': 'Madison 23', 'id': 11708}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-07-31 00:00:00,61458982,146.0,Funny People,5.6,398.0,35,Comedy,5,Columbia Pictures
699,Black Mass,22635037.0,62575678.0,36.2%,3188.0,7100.0,2015-09-18,4.0,2015.0,Black Mass (2015),Fall,53000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",261023,tt1355683,en,Black Mass,10.61072,"[{'name': 'Infinitum Nihil', 'id': 2691}, {'name': 'Head Gear Films', 'id': 5056}, {'name': 'Cross Creek Pictures', 'id': 10246}, {'name': 'Free State Pictures', 'id': 40106}, {'name': 'RatPac-Dune Entertainment', 'id': 41624}, {'name': 'Le Grisbi Productions', 'id': 47169}, {'name': 'Vendian Entertainment', 'id': 50481}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2015-09-04 00:00:00,98837872,122.0,Black Mass,6.3,1262.0,80,Crime,2691,Infinitum Nihil
700,Poltergeist,22620386.0,47425125.0,47.7%,3240.0,6981.0,2015-05-22,2.0,2015.0,Poltergeist (2015),Spring,35000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",243688,tt1029360,en,Poltergeist,15.968492,"[{'name': 'Ghost House Pictures', 'id': 768}, {'name': 'Vertigo Entertainment', 'id': 829}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'TSG Entertainment', 'id': 22213}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2015-05-20 00:00:00,95437994,93.0,Poltergeist,5.0,924.0,27,Horror,768,Ghost House Pictures
701,The Time Machine,22610437.0,56832494.0,39.8%,2944.0,7680.0,2002-03-08,2.0,2002.0,The Time Machine (2002),Spring,80000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",2135,tt0268695,en,The Time Machine,8.918134,"[{'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2002-03-04 00:00:00,123729176,96.0,The Time Machine,5.8,644.0,878,Science Fiction,27,DreamWorks SKG
702,Bridge to Terabithia,22564612.0,82272442.0,27.4%,3139.0,7188.0,2007-02-16,1.0,2007.0,Bridge to Terabithia (2007),Winter,60000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",1265,tt0398808,en,Bridge to Terabithia,8.460206,"[{'name': 'Walden Media', 'id': 10221}, {'name': 'Hal Lieberman Company', 'id': 23890}, {'name': 'Lauren Levine Productions Inc.', 'id': 60611}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-02-16 00:00:00,137587063,96.0,Bridge to Terabithia,7.0,1146.0,12,Adventure,10221,Walden Media
703,Training Day,22550788.0,76631907.0,29.4%,2712.0,8315.0,2001-10-05,4.0,2001.0,Training Day (2001),Fall,45000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",2034,tt0139654,en,Training Day,13.664622,"[{'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'NPV Entertainment', 'id': 172}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Outlaw Productions (I)', 'id': 19507}, {'name': 'WV Films II', 'id': 24939}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-10-05 00:00:00,104876233,122.0,Training Day,7.3,1665.0,28,Action,79,Village Roadshow Pictures
704,Dick Tracy,22543911.0,103738726.0,21.7%,2332.0,9667.0,1990-06-15,3.0,1990.0,Dick Tracy (1990),Summer,47000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",8592,tt0099422,en,Dick Tracy,8.304776,"[{'name': 'Touchstone Pictures', 'id': 9195}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1990-06-15 00:00:00,103738726,103.0,Dick Tracy,5.9,258.0,12,Adventure,9195,Touchstone Pictures
705,Saw: The Final Chapter,22530123.0,45710178.0,49.3%,2808.0,8023.0,2010-10-29,4.0,2010.0,Saw: The Final Chapter (2010),Fall,20000000,"[{'id': 27, 'name': 'Horror'}, {'id': 80, 'name': 'Crime'}]",41439,tt1477076,en,Saw 3D,16.626655,"[{'name': 'Lionsgate', 'id': 1632}, {'name': 'Twisted Pictures', 'id': 2061}, {'name': 'Serendipity Productions', 'id': 6680}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-10-21 00:00:00,136150434,90.0,Saw: The Final Chapter,5.8,758.0,27,Horror,1632,Lionsgate
706,The Mask of Zorro,22525855.0,94095523.0,23.9%,2515.0,8956.0,1998-07-17,3.0,1998.0,The Mask of Zorro (1998),Summer,95000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",9342,tt0120746,en,The Mask of Zorro,11.348096,"[{'name': 'Amblin Entertainment', 'id': 56}, {'name': 'TriStar Pictures', 'id': 559}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1998-07-16 00:00:00,250288523,136.0,The Mask of Zorro,6.3,1211.0,28,Action,56,Amblin Entertainment
707,The Lucky One,22518358.0,60457138.0,37.2%,3155.0,7137.0,2012-04-20,2.0,2012.0,The Lucky One (2012),Spring,25000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",77877,tt1327194,en,The Lucky One,7.740762,"[{'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'DiNovi Pictures', 'id': 813}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Langley Park Production', 'id': 8057}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2012-04-19 00:00:00,99357138,101.0,The Lucky One,6.8,981.0,18,Drama,79,Village Roadshow Pictures
708,Shallow Hal,22518295.0,70839203.0,31.8%,2770.0,8129.0,2001-11-09,4.0,2001.0,Shallow Hal (2001),Fall,40000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",9889,tt0256380,en,Shallow Hal,12.520688,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-11-01 00:00:00,141069860,114.0,Shallow Hal,5.7,764.0,35,Comedy,306,Twentieth Century Fox Film Corporation
709,Life of Pi,22451514.0,124987023.0,18%,2927.0,7670.0,2012-11-21,4.0,2012.0,Life of Pi (2012),Fall,120000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",87827,tt0454876,en,Life of Pi,14.045042,"[{'name': 'Ingenious Film Partners', 'id': 289}, {'name': 'Ingenious Media', 'id': 290}, {'name': 'Dune Entertainment', 'id': 444}, {'name': 'Fox 2000 Pictures', 'id': 711}, {'name': 'Big Screen Productions', 'id': 10893}, {'name': 'Haishang Films', 'id': 13480}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'TW', 'name': 'Taiwan'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2012-11-20 00:00:00,609016565,127.0,Life of Pi,7.2,5912.0,12,Adventure,289,Ingenious Film Partners
710,The Social Network,22445653.0,96962694.0,23.2%,2771.0,8100.0,2010-10-01,4.0,2010.0,The Social Network (2010),Fall,40000000,"[{'id': 18, 'name': 'Drama'}]",37799,tt1285016,en,The Social Network,16.972995,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Scott Rudin Productions', 'id': 258}, {'name': 'Relativity Media', 'id': 7295}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-09-30 00:00:00,224920315,120.0,The Social Network,7.1,3492.0,18,Drama,5,Columbia Pictures
711,The Patriot,22413710.0,113330342.0,19.8%,3061.0,7322.0,2000-06-28,3.0,2000.0,The Patriot (2000),Summer,110000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}, {'id': 28, 'name': 'Action'}]",2024,tt0187393,en,The Patriot,15.960788,"[{'name': 'Centropolis Entertainment', 'id': 347}, {'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Mutual Film Company', 'id': 762}, {'name': 'Global Entertainment Productions GmbH & Company Medien KG', 'id': 9269}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2000-06-28 00:00:00,215294342,165.0,The Patriot,6.8,1130.0,18,Drama,347,Centropolis Entertainment
712,Contagion,22403596.0,75658097.0,29.6%,3222.0,6953.0,2011-09-09,4.0,2011.0,Contagion (2011),Fall,60000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",39538,tt1598778,en,Contagion,8.244359,"[{'name': 'Double Feature Films', 'id': 215}, {'name': 'Regency Enterprises', 'id': 508}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Participant Media', 'id': 6735}, {'name': 'Imagenation Abu Dhabi FZ', 'id': 6736}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'AE', 'name': 'United Arab Emirates'}]",2011-09-08 00:00:00,137551594,106.0,Contagion,6.2,1351.0,18,Drama,215,Double Feature Films
713,Now You See Me 2,22383146.0,65075540.0,34.4%,3232.0,6925.0,2016-06-10,3.0,2016.0,Now You See Me 2 (2016),Summer,90000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",291805,tt3110958,en,Now You See Me 2,39.540653,"[{'name': 'Summit Entertainment', 'id': 491}, {'name': 'Lionsgate', 'id': 1632}, {'name': 'K/O Paper Products', 'id': 7296}, {'name': 'TIK Films', 'id': 72441}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'CN', 'name': 'China'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2016-06-02 00:00:00,334901337,129.0,Now You See Me 2,6.7,3362.0,28,Action,491,Summit Entertainment
714,Walk the Line,22347341.0,119519402.0,18.7%,2961.0,7547.0,2005-11-18,4.0,2005.0,Walk the Line (2005),Fall,28000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",69,tt0358273,en,Walk the Line,11.476443,"[{'name': 'Tree Line Films', 'id': 84}, {'name': 'Konrad Pictures', 'id': 85}, {'name': 'Catfish Productions', 'id': 86}, {'name': 'Fox 2000 Pictures', 'id': 711}, {'name': 'Mars Media Beteiligungs', 'id': 6402}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2005-09-13 00:00:00,186438883,136.0,Walk the Line,7.3,732.0,18,Drama,84,Tree Line Films
715,The General's Daughter,22332053.0,102705852.0,21.7%,2856.0,7819.0,1999-06-18,3.0,1999.0,The General's Daughter (1999),Summer,60000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",2275,tt0144214,en,The General's Daughter,14.039655,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'MFP Munich Film Partners GmbH & Company I. Produktions KG', 'id': 21409}, {'name': 'Krane Entertainment', 'id': 25358}, {'name': 'Neufeld Rehme Productions', 'id': 38005}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1999-06-18 00:00:00,149705852,116.0,The General's Daughter,6.1,209.0,80,Crime,4,Paramount Pictures
716,Planes,22232291.0,90288712.0,24.6%,3702.0,6005.0,2013-08-09,3.0,2013.0,Planes (2013),Summer,50000000,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",151960,tt1691917,en,Planes,11.604181,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Walt Disney Animation Studios', 'id': 6125}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2013-08-09 00:00:00,219788712,91.0,Planes,5.7,568.0,16,Animation,2,Walt Disney Pictures
717,Disturbia,22224982.0,80209692.0,27.7%,2925.0,7598.0,2007-04-13,2.0,2007.0,Disturbia (2007),Spring,20000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",8271,tt0486822,en,Disturbia,18.006896,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Cold Spring Pictures', 'id': 2363}, {'name': 'Montecito Picture Company, The', 'id': 4607}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-04-12 00:00:00,117760134,105.0,Disturbia,6.6,1038.0,53,Thriller,4,Paramount Pictures
718,Monster House,22217226.0,73661010.0,30.2%,3553.0,6253.0,2006-07-21,3.0,2006.0,Monster House (2006),Summer,75000000,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",9297,tt0385880,en,Monster House,15.402378,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Amblin Entertainment', 'id': 56}, {'name': 'Sony Pictures Animation', 'id': 2251}, {'name': 'Sony Pictures Entertainment', 'id': 5752}, {'name': 'ImageMovers', 'id': 11395}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2006-07-21 00:00:00,140175006,91.0,Monster House,6.3,912.0,16,Animation,5,Columbia Pictures
719,Freaky Friday,22203007.0,110230332.0,20.1%,2954.0,7516.0,2003-08-06,3.0,2003.0,Freaky Friday (2003),Summer,26000000,"[{'id': 35, 'name': 'Comedy'}]",10330,tt0322330,en,Freaky Friday,7.867999,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Gunn Films', 'id': 3538}, {'name': 'Casual Friday Productions', 'id': 93528}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2003-08-03 00:00:00,110230332,97.0,Freaky Friday,6.0,919.0,35,Comedy,2,Walt Disney Pictures
720,Kill Bill: Vol. 1,22200000.0,70099045.0,31.7%,3102.0,7156.0,2003-10-10,4.0,2003.0,Kill Bill: Vol. 1 (2003),Fall,30000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",24,tt0266697,en,Kill Bill: Vol. 1,25.261865,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'A Band Apart', 'id': 59}, {'name': 'Super Cool ManChu', 'id': 39121}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2003-10-10 00:00:00,180949000,111.0,Kill Bill: Vol. 1,7.7,5091.0,28,Action,14,Miramax Films
721,Poseidon,22155410.0,60674817.0,36.5%,3555.0,6232.0,2006-05-12,2.0,2006.0,Poseidon (2006),Spring,160000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",503,tt0409182,en,Poseidon,6.581669,"[{'name': 'Virtual Studios', 'id': 449}, {'name': 'Next Entertainment', 'id': 1633}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Irwin Allen Productions', 'id': 14024}, {'name': 'Radiant Productions', 'id': 18990}, {'name': 'Synthesis Entertainment', 'id': 19943}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2006-05-12 00:00:00,181674817,99.0,Poseidon,5.5,594.0,12,Adventure,449,Virtual Studios
722,Diary of a Wimpy Kid,22126166.0,64003625.0,34.6%,3077.0,7190.0,2010-03-19,2.0,2010.0,Diary of a Wimpy Kid (2010),Spring,15000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",33217,tt1196141,en,Diary of a Wimpy Kid,12.139919,"[{'name': 'Dune Entertainment', 'id': 444}, {'name': 'Color Force', 'id': 5420}, {'name': 'Dayday Films', 'id': 8569}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-03-19 00:00:00,75700498,92.0,Diary of a Wimpy Kid,5.9,369.0,35,Comedy,444,Dune Entertainment
723,It's Complicated,22100820.0,112735375.0,19.6%,2887.0,7655.0,2009-12-25,1.0,2009.0,It's Complicated (2009),Winter,85000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",22897,tt1230414,en,It's Complicated,9.083133,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Scott Rudin Productions', 'id': 258}, {'name': 'Waverly Films', 'id': 735}, {'name': 'Dentsu', 'id': 6452}, {'name': 'Relativity Media', 'id': 7295}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-12-23 00:00:00,219103655,121.0,It's Complicated,6.2,370.0,35,Comedy,33,Universal Pictures
724,Ladder 49,22088204.0,74541707.0,29.6%,3260.0,6775.0,2004-10-01,4.0,2004.0,Ladder 49 (2004),Fall,60000000,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",11128,tt0349710,en,Ladder 49,7.650411,"[{'name': 'Casey Silver Productions', 'id': 877}, {'name': 'Beacon Communications', 'id': 919}, {'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'Beacon Pictures', 'id': 10157}, {'name': 'Fantail Films Inc.', 'id': 53987}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2004-10-01 00:00:00,74541707,115.0,Ladder 49,6.2,213.0,18,Drama,877,Casey Silver Productions
725,Road to Perdition,22079481.0,104454762.0,21.1%,1797.0,12286.0,2002-07-12,3.0,2002.0,Road to Perdition (2002),Summer,80000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",4147,tt0257044,en,Road to Perdition,13.426684,"[{'name': 'DreamWorks SKG', 'id': 27}, {'name': 'The Zanuck Company', 'id': 80}, {'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2002-07-12 00:00:00,181001478,117.0,Road to Perdition,7.3,1102.0,53,Thriller,27,DreamWorks SKG
726,Starship Troopers,22058773.0,54814377.0,40.2%,2971.0,7424.0,1997-11-07,4.0,1997.0,Starship Troopers (1997),Fall,105000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",563,tt0120201,en,Starship Troopers,14.412644,"[{'name': 'TriStar Pictures', 'id': 559}, {'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'Big Bug Pictures', 'id': 23434}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-11-06 00:00:00,121214377,129.0,Starship Troopers,6.7,1584.0,12,Adventure,559,TriStar Pictures
727,Star Trek: Insurrection,22052836.0,70187658.0,31.4%,2620.0,8417.0,1998-12-11,1.0,1998.0,Star Trek: Insurrection (1998),Winter,70000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",200,tt0120844,en,Star Trek: Insurrection,9.538877,"[{'name': 'Paramount Pictures', 'id': 4}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1998-12-10 00:00:00,118000000,103.0,Star Trek: Insurrection,6.3,402.0,878,Science Fiction,4,Paramount Pictures
