,Movie Title,Opening,Total Gross,% of Total,Theaters,Average per Theater,Date,Season Number,Release Year,Movie & Year,Season Name,budget,genres,id,imdb_id,original_language,original_title,popularity,production_companies,production_countries,release_date,revenue,runtime,title,vote_average,vote_count,Genre Ids,Genre Names,Company Ids,Company Names
403,Tomorrowland,33028165.0,93436322.0,35.4%,3972.0,8315.0,2015-05-22,2.0,2015.0,Tomorrowland (2015),Spring,190000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}]",158852,tt1964418,en,Tomorrowland,22.296076,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Babieka', 'id': 20656}, {'name': 'A113', 'id': 59778}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2015-05-19 00:00:00,209154322,130.0,Tomorrowland,6.2,2904.0,12,Adventure,2,Walt Disney Pictures
404,Blades of Glory,33014202.0,118594548.0,27.8%,3372.0,9790.0,2007-03-30,2.0,2007.0,Blades of Glory (2007),Spring,53000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",9955,tt0445934,en,Blades of Glory,5.956794,"[{'name': 'DreamWorks', 'id': 7}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-03-30 00:00:00,0,93.0,Blades of Glory,5.9,578.0,28,Action,7,DreamWorks
405,Rush Hour,33001803.0,141186864.0,23.4%,2638.0,12510.0,1998-09-18,4.0,1998.0,Rush Hour (1998),Fall,33000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",2109,tt0120812,en,Rush Hour,11.840557,"[{'name': 'New Line Cinema', 'id': 12}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1998-09-18 00:00:00,244386864,98.0,Rush Hour,6.8,1254.0,28,Action,12,New Line Cinema
406,Scream 2,32926342.0,101363301.0,32.5%,2663.0,12364.0,1997-12-12,1.0,1997.0,Scream 2 (1997),Winter,24000000,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",4233,tt0120082,en,Scream 2,11.264845,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'Konrad Pictures', 'id': 85}, {'name': 'Maven Entertainment', 'id': 1601}, {'name': 'Dimension Films', 'id': 7405}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-12-09 00:00:00,172363301,120.0,Scream 2,6.1,856.0,27,Horror,14,Miramax Films
407,A Nightmare on Elm Street,32902299.0,63075011.0,52.2%,3332.0,9874.0,2010-04-30,2.0,2010.0,A Nightmare on Elm Street (2010),Spring,35000000,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",23437,tt1179056,en,A Nightmare on Elm Street,10.40191,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Platinum Dunes', 'id': 2481}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-04-30 00:00:00,115664037,95.0,A Nightmare on Elm Street,5.5,771.0,27,Horror,12,New Line Cinema
408,The Book of Eli,32789494.0,94835059.0,34.6%,3111.0,10539.0,2010-01-15,1.0,2010.0,The Book of Eli (2010),Winter,80000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",20504,tt1037705,en,The Book of Eli,14.39853,"[{'name': 'Alcon Entertainment', 'id': 1088}, {'name': 'Silver Pictures', 'id': 1885}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-01-14 00:00:00,157107755,118.0,The Book of Eli,6.6,2207.0,28,Action,1088,Alcon Entertainment
409,Where the Wild Things Are,32695407.0,77233467.0,42.3%,3735.0,8753.0,2009-10-16,4.0,2009.0,Where the Wild Things Are (2009),Fall,100000000,"[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",16523,tt0386117,en,Where the Wild Things Are,12.36223,"[{'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'Legendary Pictures', 'id': 923}, {'name': 'Playtone', 'id': 4171}, {'name': 'Wild Things Productions', 'id': 5289}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-10-16 00:00:00,100086793,101.0,Where the Wild Things Are,6.4,580.0,10751,Family,79,Village Roadshow Pictures
410,Due Date,32689406.0,100539043.0,32.5%,3355.0,9743.0,2010-11-05,4.0,2010.0,Due Date (2010),Fall,65000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",41733,tt1231583,en,Due Date,11.73956,"[{'name': 'Legendary Pictures', 'id': 923}, {'name': 'Green Hat Films', 'id': 3527}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-11-04 00:00:00,211780824,95.0,Due Date,6.2,1737.0,35,Comedy,923,Legendary Pictures
411,Blade II,32528016.0,82348319.0,39.5%,2707.0,12016.0,2002-03-22,2.0,2002.0,Blade II (2002),Spring,54000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",36586,tt0187738,en,Blade II,17.05064,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Amen Ra Films', 'id': 421}, {'name': 'Milk & Honey', 'id': 5611}, {'name': 'Imaginary Forces', 'id': 11321}, {'name': 'Justin Pictures', 'id': 11322}, {'name': 'Linovo Productions GmbH & Co. KG', 'id': 11323}, {'name': 'Pacific Title and Art Studio', 'id': 11324}, {'name': 'Marvel Enterprises', 'id': 19551}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2002-03-22 00:00:00,155010032,117.0,Blade II,6.3,1556.0,14,Fantasy,12,New Line Cinema
412,The Maze Runner,32512804.0,102427862.0,31.7%,3604.0,9021.0,2014-09-19,4.0,2014.0,The Maze Runner (2014),Fall,34000000,"[{'id': 28, 'name': 'Action'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",198663,tt1790864,en,The Maze Runner,76.93789,"[{'name': 'Ingenious Media', 'id': 290}, {'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Gotham Group', 'id': 3672}, {'name': 'Dayday Films', 'id': 8569}, {'name': 'Temple Hill Entertainment', 'id': 12292}, {'name': 'TSG Entertainment', 'id': 22213}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2014-09-10 00:00:00,348319861,113.0,The Maze Runner,7.0,5540.0,28,Action,290,Ingenious Media
413,Spy Kids 3-D: Game Over,32500000.0,111761982.0,29.1%,3344.0,9718.0,2003-07-25,3.0,2003.0,Spy Kids 3-D: Game Over (2003),Summer,38000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]",12279,tt0338459,en,Spy Kids 3-D: Game Over,8.025145,"[{'name': 'Dimension Films', 'id': 7405}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2003-07-25 00:00:00,197011982,84.0,Spy Kids 3-D: Game Over,4.7,525.0,28,Action,7405,Dimension Films
414,Hannah Montana: The Movie,32324487.0,79576189.0,40.6%,3118.0,10367.0,2009-04-10,2.0,2009.0,Hannah Montana: The Movie (2009),Spring,35000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",18126,tt1114677,en,Hannah Montana: The Movie,6.332878,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': ""It's a Laugh Productions"", 'id': 3812}, {'name': 'Millar Gough Ink', 'id': 20356}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-04-10 00:00:00,155545279,102.0,Hannah Montana: The Movie,6.0,465.0,35,Comedy,,
415,Mr. Peabody & Sherman,32207057.0,111506430.0,28.9%,3934.0,8186.0,2014-03-07,2.0,2014.0,Mr. Peabody & Sherman (2014),Spring,145000000,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",82703,tt0864835,en,Mr. Peabody & Sherman,9.493838,"[{'name': 'Pacific Data Images (PDI)', 'id': 520}, {'name': 'DreamWorks Animation', 'id': 521}, {'name': 'Classic Media Productions', 'id': 73951}, {'name': 'Bullwinkle Studios', 'id': 73952}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2014-02-07 00:00:00,272912430,92.0,Mr. Peabody & Sherman,6.7,861.0,16,Animation,520,Pacific Data Images (PDI)
416,Immortals,32206425.0,83504017.0,38.6%,3112.0,10349.0,2011-11-11,4.0,2011.0,Immortals (2011),Fall,75000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",37958,tt1253864,en,Immortals,10.363671,"[{'name': 'Virgin Produced', 'id': 8852}, {'name': 'Mark Canton Productions', 'id': 11761}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2011-11-10 00:00:00,226904017,110.0,Immortals,5.7,898.0,14,Fantasy,8852,Virgin Produced
417,Wedding Crashers,32200000.0,209255921.0,15.4%,2925.0,11008.0,2005-07-15,3.0,2005.0,Wedding Crashers (2005),Summer,40000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",9522,tt0396269,en,Wedding Crashers,11.100597,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Tapestry Films', 'id': 870}, {'name': 'Avery Pix', 'id': 1565}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2005-07-14 00:00:00,285176741,119.0,Wedding Crashers,6.4,1406.0,35,Comedy,12,New Line Cinema
418,Elf,32100000.0,173398518.0,18.5%,3337.0,9619.0,2003-11-07,4.0,2003.0,Elf (2003),Fall,32000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",10719,tt0319343,en,Elf,8.754132,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Gold/Miller Productions', 'id': 1607}, {'name': 'Guy Walks into a Bar Productions', 'id': 2645}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]",2003-10-09 00:00:00,173398518,97.0,Elf,6.4,1007.0,35,Comedy,12,New Line Cinema
419,The SpongeBob SquarePants Movie,32018216.0,85417988.0,37.5%,3212.0,9968.0,2004-11-19,4.0,2004.0,The SpongeBob SquarePants Movie (2004),Fall,30000000,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",11836,tt0345950,en,The SpongeBob SquarePants Movie,11.213712,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Nickelodeon Movies', 'id': 2348}, {'name': 'United Plankton Pictures', 'id': 8921}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2004-11-14 00:00:00,140161792,87.0,The SpongeBob SquarePants Movie,6.7,593.0,16,Animation,4,Paramount Pictures
420,Paul Blart: Mall Cop,31832636.0,146336178.0,21.8%,3144.0,10124.0,2009-01-16,1.0,2009.0,Paul Blart: Mall Cop (2009),Winter,26000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",14560,tt1114740,en,Paul Blart: Mall Cop,13.003122,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Happy Madison Productions', 'id': 2608}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Hey Eddie', 'id': 46222}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-01-15 00:00:00,183293131,91.0,Paul Blart: Mall Cop,5.2,807.0,28,Action,5,Columbia Pictures
421,Terminator 2: Judgment Day,31765506.0,204843345.0,15.5%,2274.0,13969.0,1991-07-03,3.0,1991.0,Terminator 2: Judgment Day (1991),Summer,100000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",280,tt0103064,en,Terminator 2: Judgment Day,22.661695,"[{'name': 'Lightstorm Entertainment', 'id': 574}, {'name': 'Pacific Western', 'id': 1280}, {'name': 'Canal+', 'id': 5358}, {'name': 'Carolco Pictures', 'id': 14723}, {'name': 'T2 Productions', 'id': 61409}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1991-07-01 00:00:00,520000000,137.0,Terminator 2: Judgment Day,7.7,4274.0,28,Action,574,Lightstorm Entertainment
422,Saw IV,31756764.0,63300095.0,50.2%,3183.0,9976.0,2007-10-26,4.0,2007.0,Saw IV (2007),Fall,10000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",663,tt0890870,en,Saw IV,12.233863,"[{'name': 'Lions Gate Films', 'id': 35}, {'name': 'Twisted Pictures', 'id': 2061}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-10-25 00:00:00,139352633,93.0,Saw IV,5.9,938.0,27,Horror,35,Lions Gate Films
423,Saw II,31725652.0,87039965.0,36.4%,2949.0,10758.0,2005-10-28,4.0,2005.0,Saw II (2005),Fall,4000000,"[{'id': 27, 'name': 'Horror'}]",215,tt0432348,en,Saw II,15.399863,"[{'name': 'Lions Gate Films', 'id': 35}, {'name': 'Got Films', 'id': 1053}, {'name': 'Twisted Pictures', 'id': 2061}, {'name': 'Evolution Entertainment', 'id': 23019}, {'name': 'Saw 2 Productions', 'id': 64651}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2005-10-28 00:00:00,152925093,92.0,Saw II,6.3,1288.0,27,Horror,35,Lions Gate Films
424,G-Force,31706934.0,119436770.0,26.6%,3697.0,8576.0,2009-07-24,3.0,2009.0,G-Force (2009),Summer,150000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",19585,tt0436339,en,G-Force,9.163791,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Jerry Bruckheimer Films', 'id': 130}, {'name': 'Whamaphram Productions', 'id': 3639}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-07-21 00:00:00,292817841,88.0,G-Force,5.1,519.0,14,Fantasy,2,Walt Disney Pictures
425,The Mummy,31688375.0,80227895.0,39.5%,4035.0,7853.0,2017-06-09,3.0,2017.0,The Mummy (2017),Summer,125000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",282035,tt2345759,en,The Mummy,33.704935,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Sean Daniel Company', 'id': 19857}, {'name': 'Secret Hideout', 'id': 90517}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2017-06-06 00:00:00,407778013,110.0,The Mummy,5.4,2122.0,53,Thriller,33,Universal Pictures
426,Bad Teacher,31603106.0,100292856.0,31.5%,3049.0,10365.0,2011-06-24,3.0,2011.0,Bad Teacher (2011),Summer,20000000,"[{'id': 35, 'name': 'Comedy'}]",52449,tt1284575,en,Bad Teacher,7.310686,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Mosaic Media Group', 'id': 748}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2011-05-16 00:00:00,216197492,92.0,Bad Teacher,5.4,1634.0,35,Comedy,5,Columbia Pictures
427,The Truman Show,31542121.0,125618201.0,25.1%,2315.0,13625.0,1998-06-05,3.0,1998.0,The Truman Show (1998),Summer,60000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",37165,tt0120382,en,The Truman Show,13.155901,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Scott Rudin Productions', 'id': 258}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1998-06-04 00:00:00,264118201,103.0,The Truman Show,7.8,4702.0,35,Comedy,4,Paramount Pictures
428,The Purge: Election Year,31515110.0,79213375.0,39.8%,2796.0,11271.0,2016-07-01,3.0,2016.0,The Purge: Election Year (2016),Summer,10000000,"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",316727,tt4094724,en,The Purge: Election Year,13.1789,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Why Not Productions', 'id': 729}, {'name': 'Platinum Dunes', 'id': 2481}, {'name': 'Blumhouse Productions', 'id': 3172}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2016-06-29 00:00:00,118587880,105.0,The Purge: Election Year,6.1,1356.0,28,Action,33,Universal Pictures
429,The Wolfman,31479235.0,61979680.0,50.8%,3222.0,9770.0,2010-02-12,1.0,2010.0,The Wolfman (2010),Winter,150000000,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",7978,tt0780653,en,The Wolfman,9.297209,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Stuber Productions', 'id': 4403}, {'name': 'Relativity Media', 'id': 7295}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-02-11 00:00:00,0,102.0,The Wolfman,5.5,562.0,18,Drama,33,Universal Pictures
430,Liar Liar,31423025.0,181410615.0,17.3%,2845.0,11045.0,1997-03-21,2.0,1997.0,Liar Liar (1997),Spring,45000000,"[{'id': 35, 'name': 'Comedy'}]",1624,tt0119528,en,Liar Liar,10.102471,"[{'name': 'Imagine Entertainment', 'id': 23}, {'name': 'Universal Pictures', 'id': 33}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-03-21 00:00:00,302710615,86.0,Liar Liar,6.4,1456.0,35,Comedy,23,Imagine Entertainment
431,Percy Jackson & the Olympians: The Lightning Thief,31236067.0,88768303.0,35.2%,3356.0,9307.0,2010-02-12,1.0,2010.0,Percy Jackson & the Olympians: The Lightning Thief (2010),Winter,95000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}]",32657,tt0814255,en,Percy Jackson & the Olympians: The Lightning Thief,9.785895,"[{'name': 'Ingenious Film Partners', 'id': 289}, {'name': '1492 Pictures', 'id': 436}, {'name': 'Dune Entertainment', 'id': 444}, {'name': 'Fox 2000 Pictures', 'id': 711}, {'name': 'Sunswept Entertainment', 'id': 5219}, {'name': 'Dune Entertainment III', 'id': 6332}, {'name': 'Big Screen Productions', 'id': 10893}, {'name': 'TCF Vancouver Productions', 'id': 28431}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-02-01 00:00:00,226497209,118.0,Percy Jackson & the Olympians: The Lightning Thief,6.0,2079.0,12,Adventure,289,Ingenious Film Partners
432,Girls Trip,31201920.0,115171585.0,27.1%,2591.0,12042.0,2017-07-21,3.0,2017.0,Girls Trip (2017),Summer,0,"[{'id': 35, 'name': 'Comedy'}]",417870,tt3564472,en,Girls Trip,37.964872,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Will Packer Productions', 'id': 49968}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2017-07-21 00:00:00,0,122.0,Girls Trip,7.1,393.0,35,Comedy,33,Universal Pictures
433,Evan Almighty,31192615.0,100462298.0,31%,3604.0,8654.0,2007-06-22,3.0,2007.0,Evan Almighty (2007),Summer,175000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",2698,tt0413099,en,Evan Almighty,9.156877,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Universal Pictures', 'id': 33}, {'name': 'Spyglass Entertainment', 'id': 158}, {'name': 'Shady Acres Entertainment', 'id': 159}, {'name': 'Original Film', 'id': 333}, {'name': 'Playtone', 'id': 4171}, {'name': 'Relativity Media', 'id': 7295}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-06-09 00:00:00,173000000,96.0,Evan Almighty,5.3,1194.0,14,Fantasy,5,Columbia Pictures
434,The Sum of All Fears,31178526.0,118907036.0,26.2%,3183.0,9795.0,2002-05-31,2.0,2002.0,The Sum of All Fears (2002),Spring,68000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",4614,tt0164184,en,The Sum of All Fears,9.268136,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Mace Neufeld Productions', 'id': 2767}, {'name': 'MFP Munich Film Partners GmbH & Company I. Produktions KG', 'id': 21409}, {'name': 'S.O.A.F. Productions', 'id': 21410}, {'name': ""Mel's Cite du Cinema"", 'id': 54502}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2002-05-31 00:00:00,193000000,124.0,The Sum of All Fears,5.9,447.0,53,Thriller,,
435,Home Alone 2: Lost in New York,31126882.0,173585516.0,17.9%,2222.0,14008.0,1992-11-20,4.0,1992.0,Home Alone 2: Lost in New York (1992),Fall,18000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}]",772,tt0104431,en,Home Alone 2: Lost in New York,13.293722,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Hughes Entertainment', 'id': 477}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1992-11-19 00:00:00,358991681,120.0,Home Alone 2: Lost in New York,6.3,2459.0,35,Comedy,306,Twentieth Century Fox Film Corporation
436,Bringing Down the House,31101026.0,132716677.0,23.4%,2801.0,11103.0,2003-03-07,2.0,2003.0,Bringing Down the House (2003),Spring,20000000,"[{'id': 35, 'name': 'Comedy'}]",10678,tt0305669,en,Bringing Down the House,5.762343,"[{'name': 'Hyde Park Films', 'id': 1172}, {'name': 'Touchstone Pictures', 'id': 9195}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2003-03-07 00:00:00,132675402,105.0,Bringing Down the House,5.4,191.0,35,Comedy,1172,Hyde Park Films
437,Four Christmases,31069826.0,120146040.0,25.9%,3310.0,9386.0,2008-11-26,4.0,2008.0,Four Christmases (2008),Fall,80000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",12193,tt0369436,en,Four Christmases,7.210383,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Spyglass Entertainment', 'id': 158}, {'name': 'Type A Films', 'id': 2308}, {'name': 'Ott Medien', 'id': 2795}, {'name': 'Wild West Picture Show Productions', 'id': 2796}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-11-26 00:00:00,163733697,88.0,Four Christmases,5.3,337.0,35,Comedy,12,New Line Cinema
438,Into the Woods,31051923.0,128002372.0,24.3%,2440.0,12726.0,2014-12-25,1.0,2014.0,Into the Woods (2014),Winter,50000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",224141,tt2180411,en,Into the Woods,9.580785,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Marc Platt Productions', 'id': 2527}, {'name': 'Lucamar Productions', 'id': 17021}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2014-12-25 00:00:00,212902372,125.0,Into the Woods,5.6,1688.0,14,Fantasy,2,Walt Disney Pictures
