,Movie Title,Opening,Total Gross,% of Total,Theaters,Average per Theater,Date,Season Number,Release Year,Movie & Year,Season Name
957,Lethal Weapon 2,20388800,147253986,13.8%,1803,11308,1989-07-07,3,1989,Lethal Weapon 2 (1989),Summer
958,Legally Blonde,20377426,96520674,21.1%,2620,7777,2001-07-13,3,2001,Legally Blonde (2001),Summer
959,The Last Exorcism,20366613,41034350,49.6%,2874,7086,2010-08-27,3,2010,The Last Exorcism (2010),Summer
960,The Upside,20355000,108252517,18.8%,3080,6608,2019-01-11,1,2019,The Upside (2019),Winter
961,Warm Bodies,20353967,66380662,30.7%,3009,6764,2013-02-01,1,2013,Warm Bodies (2013),Winter
962,The Nutcracker and the Four Realms,20352491,54858851,37.1%,3766,5404,2018-11-02,4,2018,The Nutcracker and the Four Realms (2018),Fall
963,Clear and Present Danger,20348017,122187717,16.6%,2378,8556,1994-08-05,3,1994,Clear and Present Danger (1994),Summer
964,John Q,20275194,71756802,28.3%,2466,8221,2002-02-15,1,2002,John Q (2002),Winter
965,Annabelle Comes Home,20269723,74152591,27.3%,3613,5610,2019-06-26,3,2019,Annabelle Comes Home (2019),Summer
966,Friday Night Lights,20269025,61255921,33.1%,2667,7599,2004-10-08,4,2004,Friday Night Lights (2004),Fall
967,Pain & Gain,20244505,49875291,40.6%,3277,6177,2013-04-26,2,2013,Pain & Gain (2013),Spring
968,Barbershop: The Next Cut,20242415,54030051,37.5%,2661,7607,2016-04-15,2,2016,Barbershop: The Next Cut (2016),Spring
969,Deepwater Horizon,20223544,61433527,32.9%,3259,6205,2016-09-30,4,2016,Deepwater Horizon (2016),Fall
970,The Pink Panther,20220412,82226474,24.6%,3477,5815,2006-02-10,1,2006,The Pink Panther (2006),Winter
971,We Were Soldiers,20212543,78122718,25.9%,3143,6430,2002-03-01,2,2002,We Were Soldiers (2002),Spring
972,Eight Below,20188176,81612565,24.7%,3066,6584,2006-02-17,1,2006,Eight Below (2006),Winter
973,Rambo: First Blood Part II,20176217,150415432,13.4%,2074,9728,1985-05-22,2,1985,Rambo: First Blood Part II (1985),Spring
974,What Happens in Vegas,20172474,80277646,25.1%,3215,6274,2008-05-09,2,2008,What Happens in Vegas (2008),Spring
975,Kicking & Screaming,20159925,52842724,38.2%,3455,5835,2005-05-13,2,2005,Kicking & Screaming (2005),Spring
976,Lost in Space,20154919,69117629,29.2%,3306,6096,1998-04-03,2,1998,Lost in Space (1998),Spring
977,Silent Hill,20152598,46982632,42.9%,2926,6887,2006-04-21,2,2006,Silent Hill (2006),Spring
978,Entrapment,20145595,87704396,23%,2814,7159,1999-04-30,2,1999,Entrapment (1999),Spring
979,Knight and Day,20139985,76423035,26.4%,3098,6500,2010-06-23,3,2010,Knight and Day (2010),Summer
980,Bewitched,20131130,63313159,31.8%,3174,6342,2005-06-24,3,2005,Bewitched (2005),Summer
981,xXx: Return of Xander Cage,20130142,44898413,44.8%,3651,5513,2017-01-20,1,2017,xXx: Return of Xander Cage (2017),Winter
982,Final Destination 3,20125000,54098051,37.2%,2880,6987,2006-02-10,1,2006,Final Destination 3 (2006),Winter
983,Beavis and Butt-Head Do America,20114233,63118386,31.9%,2190,9184,1996-12-20,1,1996,Beavis and Butt-Head Do America (1996),Winter
984,The Mexican,20108829,66845033,30.1%,2951,6814,2001-03-02,2,2001,The Mexican (2001),Spring
985,Meet the Browns,20082809,41975388,47.8%,2006,10011,2008-03-21,2,2008,Meet the Browns (2008),Spring
986,Zookeeper,20065617,80360843,25%,3482,5762,2011-07-08,3,2011,Zookeeper (2011),Summer
987,Ray,20039730,75331600,26.6%,2006,9989,2004-10-29,4,2004,Ray (2004),Fall
988,Enemy of the State,20038573,111549836,18%,2393,8373,1998-11-20,4,1998,Enemy of the State (1998),Fall
989,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,20030473,78656813,25.5%,2868,6984,1991-03-22,2,1991,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),Spring
990,Julie & Julia,20027956,94125426,21.3%,2354,8508,2009-08-07,3,2009,Julie & Julia (2009),Summer
991,The Manchurian Candidate,20018620,65955630,30.4%,2867,6982,2004-07-30,3,2004,The Manchurian Candidate (2004),Summer
992,Rocky IV,19991537,127873716,15.6%,1325,15087,1985-11-27,4,1985,Rocky IV (1985),Fall
993,Pitch Perfect 3,19928525,104897530,19%,3447,5781,2017-12-22,1,2017,Pitch Perfect 3 (2017),Winter
994,102 Dalmatians,19883351,66957026,29.7%,2704,7353,2000-11-22,4,2000,102 Dalmatians (2000),Fall
995,Ouija,19875995,50856010,39.1%,2858,6954,2014-10-24,4,2014,Ouija (2014),Fall
996,Kick-Ass,19828687,48071303,41.2%,3065,6469,2010-04-16,2,2010,Kick-Ass (2010),Spring
997,The Unborn,19810585,42670410,46.4%,2357,8405,2009-01-09,1,2009,The Unborn (2009),Winter
998,The Cable Guy,19806226,60240295,32.9%,2657,7454,1996-06-14,3,1996,The Cable Guy (1996),Summer
999,Spawn,19738749,54870175,36%,2536,7783,1997-08-01,3,1997,Spawn (1997),Summer
